,Unnamed: 0,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
1110,1111,3009743.0,,1999,United States,Saudi Arabia,1353434380.0,21050,Air transport
1113,1114,3009751.0,,1982,United States,Saudi Arabia,3273222.0,32120,Industrial development
1115,1116,3009753.0,,1992,United States,Saudi Arabia,148118397.0,32120,Industrial development
1120,1121,3009773.0,,1990,United States,India,5595678.0,32120,Industrial development
1121,1122,3009774.0,,1993,United States,India,169382936.0,32120,Industrial development
1126,1127,3009839.0,,1991,United States,Poland,14404871.0,32120,Industrial development
1127,1128,3009840.0,,1987,United States,Korea,218793.0,32120,Industrial development
1128,1129,3009860.0,,1981,United States,Korea,6436787.0,32120,Industrial development
1133,1134,3009911.0,,1981,United States,Korea,818995.0,32120,Industrial development
1135,1136,3009913.0,,1986,United States,Korea,3955323.0,32120,Industrial development
1136,1137,3009914.0,,1987,United States,Korea,383325.0,32120,Industrial development
1137,1138,3009915.0,,1988,United States,Korea,15397456.0,32120,Industrial development
1138,1139,3009916.0,,1989,United States,Korea,35099537.0,32120,Industrial development
1140,1141,3009973.0,,1992,United States,Poland,3999197.0,32120,Industrial development
1141,1142,3009974.0,,1994,United States,Poland,70963028.0,32120,Industrial development
1143,1144,3010164.0,,1980,United States,Brazil,7994706.0,32120,Industrial development
1144,1145,3010165.0,,1987,United States,Brazil,4111551.0,32120,Industrial development
1145,1146,3010166.0,,1990,United States,Brazil,45077233.0,21050,Air transport
1148,1149,3010169.0,,1996,United States,Brazil,66851543.0,32120,Industrial development
1152,1153,3010176.0,,1990,United States,Brazil,1680069.0,21050,Air transport
1156,1157,3010252.0,,1985,United States,Chile,18913132.0,32120,Industrial development
1160,1161,3010281.0,,1990,United States,Colombia,1730201.0,32120,Industrial development
1163,1164,3010294.0,,1987,United States,Korea,2441726.0,32120,Industrial development
1164,1165,3010295.0,,1988,United States,Korea,8985657.0,32120,Industrial development
1165,1166,3010296.0,,1988,United States,Korea,2642392.0,32120,Industrial development
1169,1170,3010350.0,,1981,United States,Saudi Arabia,1892394.0,32120,Industrial development
1178,1179,3010401.0,,1983,United States,Thailand,437398.0,32120,Industrial development
1181,1182,3010404.0,,1993,United States,Thailand,5164830.0,32120,Industrial development
1182,1183,3010413.0,,1984,United States,Saudi Arabia,2124347.0,23020,Power generation/non-renewable sources
1189,1190,3010465.0,,1996,United States,Thailand,68215861.0,23020,Power generation/non-renewable sources
1192,1193,3010500.0,,1982,United States,India,5339443.0,32120,Industrial development
1196,1197,3010504.0,,1999,United States,India,41470425.0,23020,Power generation/non-renewable sources
1197,1198,3010529.0,,1984,United States,Korea,5291759.0,32120,Industrial development
1198,1199,3010530.0,,1995,United States,Kuwait,278059881.0,32120,Industrial development
1202,1203,3010535.0,,1992,United States,India,5998795.0,32120,Industrial development
1206,1207,3010725.0,,1993,United States,Poland,2173750.0,32120,Industrial development
1207,1208,3010816.0,,1983,United States,India,12663697.0,32120,Industrial development
1208,1209,3010817.0,,1994,United States,India,72954250.0,32120,Industrial development
1210,1211,3010831.0,,1992,United States,Brazil,62634234.0,21050,Air transport
1212,1213,3010835.0,,1994,United States,Korea,259548693.0,21050,Air transport
1214,1215,3010850.0,,1998,United States,Chile,250715011.0,21050,Air transport
1215,1216,3010930.0,,1980,United States,Korea,10929680.0,32120,Industrial development
1223,1224,3011024.0,,1987,United States,India,2441726.0,32120,Industrial development
1224,1225,3011025.0,,1990,United States,Poland,2355083.0,32120,Industrial development
1226,1227,3011031.0,,1983,United States,Saudi Arabia,2798411.0,32120,Industrial development
1228,1229,3011034.0,,1993,United States,Colombia,25263900.0,32120,Industrial development
1229,1230,3011036.0,,1996,United States,Brazil,31632240.0,32120,Industrial development
1230,1231,3011037.0,,1982,United States,Korea,104207520.0,21030,Rail transport
1231,1232,3011038.0,,1996,United States,India,23517827.0,23020,Power generation/non-renewable sources
1233,1234,3011047.0,,1981,United States,Saudi Arabia,33209525.0,32120,Industrial development
1235,1236,3011049.0,,1988,United States,Saudi Arabia,727652.0,32120,Industrial development
1236,1237,3011053.0,,1988,United States,Brazil,86140807.0,21050,Air transport
1237,1238,3011054.0,,1991,United States,Brazil,56861332.0,32120,Industrial development
1238,1239,3011055.0,,1996,United States,Brazil,50479737.0,32120,Industrial development
1239,1240,3011056.0,,1999,United States,Brazil,67711532.0,23020,Power generation/non-renewable sources
1240,1241,3011058.0,,1984,United States,Chile,948344.0,32120,Industrial development
1241,1242,3011059.0,,1986,United States,Chile,932095.0,32120,Industrial development
1244,1245,3011087.0,,1981,United States,Colombia,29369375.0,32120,Industrial development
1250,1251,3011103.0,,1980,United States,Korea,4700478.0,32120,Industrial development
1252,1253,3011106.0,,1984,United States,Korea,20484228.0,32120,Industrial development
1253,1254,3011107.0,,1987,United States,Korea,3961652.0,32120,Industrial development
1255,1256,3011109.0,,1981,United States,Brazil,9665448.0,32120,Industrial development
1256,1257,3011115.0,,1989,United States,Korea,1956769.0,32120,Industrial development
1258,1259,3011118.0,,1983,United States,India,2391048.0,32120,Industrial development
1259,1260,3011119.0,,1987,United States,India,626041.0,32120,Industrial development
1260,1261,3011120.0,,1994,United States,India,212889083.0,23020,Power generation/non-renewable sources
1262,1263,3011130.0,,1999,United States,Colombia,34305714.0,23020,Power generation/non-renewable sources
1263,1264,3011131.0,,1992,United States,Colombia,25832441.0,23020,Power generation/non-renewable sources
1423,1424,40858318.0,,1978,Saudi Arabia,Thailand,95676536.0,23020,Power generation/non-renewable sources
1468,1469,50000906.0,50000906.0,2009,Norway,India,151794.0,32120,Industrial development
1774,1775,50005515.0,50005515.0,2009,Belgium,South Africa,7238.0,32120,Industrial development
1971,1972,50008029.0,50008029.0,2009,Belgium,Colombia,769.0,23020,Power generation/non-renewable sources
2004,2005,50008191.0,50008191.0,2009,Spain,India,352341.0,32120,Industrial development
2533,2534,50017691.0,50017691.0,2009,Norway,India,43703.0,32120,Industrial development
3005,3006,50021033.0,50021033.0,2009,Germany,India,70737677.0,23020,Power generation/non-renewable sources
3306,3307,50022636.0,50022636.0,2009,Germany,Thailand,80966.0,32120,Industrial development
3433,3434,50025387.0,50025387.0,2009,Italy,Brazil,26678.0,32120,Industrial development
3713,3714,50027556.0,50027556.0,2009,Norway,South Africa,9277.0,32120,Industrial development
3716,3717,50027681.0,50027681.0,2009,Norway,South Africa,14117.0,32120,Industrial development
3719,3720,50027713.0,50027713.0,2009,Norway,South Africa,9277.0,32120,Industrial development
3722,3723,50027746.0,50027746.0,2009,Norway,South Africa,9277.0,32120,Industrial development
3731,3732,50027757.0,50027757.0,2009,Norway,South Africa,109103.0,32120,Industrial development
3749,3750,50027777.0,50027777.0,2009,Norway,South Africa,26621.0,32120,Industrial development
3775,3776,50027812.0,50027812.0,2009,Norway,South Africa,70112.0,32120,Industrial development
3784,3785,50028026.0,50028026.0,2009,Norway,India,37864.0,32120,Industrial development
3901,3902,50029788.0,50029788.0,2009,Norway,India,29243.0,32120,Industrial development
3909,3910,50029796.0,50029796.0,2009,Norway,India,36725.0,32120,Industrial development
3914,3915,50029804.0,50029804.0,2009,Norway,India,18151.0,32120,Industrial development
3922,3923,50029814.0,50029814.0,2009,Norway,India,313666.0,32120,Industrial development
3923,3924,50029815.0,50029815.0,2009,Norway,India,383181.0,32120,Industrial development
3925,3926,50029817.0,50029817.0,2009,Norway,India,54452.0,32120,Industrial development
3926,3927,50029818.0,50029818.0,2009,Norway,India,161340.0,32120,Industrial development
4412,4413,50040391.0,50040391.0,2009,Finland,India,59604.0,32120,Industrial development
4457,4458,50040852.0,50040852.0,2009,Finland,India,189279.0,32120,Industrial development
4460,4461,50041120.0,50041120.0,2009,Finland,Thailand,79117.0,32120,Industrial development
4485,4486,50041368.0,50041368.0,2009,Finland,India,63582.0,32120,Industrial development
4487,4488,50041370.0,50041370.0,2009,Finland,India,2733593.0,32120,Industrial development
4490,4491,50041374.0,50041374.0,2009,Finland,India,157305.0,32120,Industrial development
4493,4494,50041377.0,50041377.0,2009,Finland,India,85203.0,32120,Industrial development
4494,4495,50041378.0,50041378.0,2009,Finland,India,151086.0,32120,Industrial development
4902,4903,50051863.0,50051863.0,2009,Spain,Brazil,9020.0,21050,Air transport
4964,4965,50051932.0,50051932.0,2009,Spain,Brazil,84562.0,32120,Industrial development
5285,5286,50052274.0,50052274.0,2009,Spain,Chile,84562.0,32120,Industrial development
5292,5293,50052283.0,50052283.0,2009,Spain,Chile,14094.0,32120,Industrial development
5347,5348,50052340.0,50052340.0,2009,Spain,Chile,16912.0,32120,Industrial development
5443,5444,50052444.0,50052444.0,2009,Spain,Colombia,78449.0,32120,Industrial development
5522,5523,50052530.0,50052530.0,2009,Spain,Colombia,290284.0,32120,Industrial development
5573,5574,50052586.0,50052586.0,2009,Spain,Colombia,27961.0,32120,Industrial development
5813,5814,50054826.0,50054826.0,2009,Spain,India,164767.0,32120,Industrial development
5827,5828,50054842.0,50054842.0,2009,Spain,India,356046.0,32120,Industrial development
5851,5852,50055159.0,50055159.0,2009,United States,India,12420.0,21050,Air transport
5928,5929,50060884.0,50060884.0,2009,Canada,Brazil,159809.0,32120,Industrial development
6009,6010,50060968.0,50060968.0,2009,Canada,Chile,159809.0,32120,Industrial development
6068,6069,50061029.0,50061029.0,2009,Canada,Colombia,3368.0,32120,Industrial development
6100,6101,50061902.0,50061902.0,2009,Canada,India,40894.0,32120,Industrial development
6177,6178,50061991.0,50061991.0,2009,Canada,India,96854.0,32120,Industrial development
6549,6550,50073253.0,50073253.0,2009,Norway,South Africa,14117.0,32120,Industrial development
6557,6558,50073314.0,50073314.0,2009,Norway,India,56699.0,32120,Industrial development
6558,6559,50073315.0,50073315.0,2009,Norway,India,156852.0,32120,Industrial development
6559,6560,50073316.0,50073316.0,2009,Norway,India,40839.0,32120,Industrial development
6561,6562,50073324.0,50073324.0,2009,Norway,Thailand,60502.0,21050,Air transport
6637,6638,50076942.0,50076942.0,2009,United States,Brazil,652028.0,21050,Air transport
6644,6645,50077088.0,50077088.0,2009,United States,Brazil,52271.0,21050,Air transport
6665,6666,50077205.0,50077205.0,2009,United States,Brazil,593035.0,21050,Air transport
6747,6748,50077294.0,50077294.0,2009,United States,Chile,4557198.0,23020,Power generation/non-renewable sources
6811,6812,50077362.0,50077362.0,2009,United States,Colombia,4250148.0,23020,Power generation/non-renewable sources
6888,6889,50080730.0,50080730.0,2009,United States,India,24618.0,21050,Air transport
6921,6922,50080773.0,50080773.0,2009,United States,India,384696.0,21050,Air transport
6926,6927,50080778.0,50080778.0,2009,United States,India,329586.0,21050,Air transport
7115,7116,50082156.0,50082156.0,2009,United States,Thailand,25874.0,21050,Air transport
7146,7147,50082215.0,50082215.0,2009,United States,Thailand,1929.0,21050,Air transport
7164,7165,50082234.0,50082234.0,2009,United States,Thailand,6627557.0,23020,Power generation/non-renewable sources
7259,7260,50088419.0,50088419.0,2009,Japan,Brazil,23785.0,32120,Industrial development
7310,7311,50088470.0,50088470.0,2009,Japan,Brazil,1228517.0,21030,Rail transport
7327,7328,50088487.0,50088487.0,2009,Japan,Brazil,1265.0,21030,Rail transport
7329,7330,50088489.0,50088489.0,2009,Japan,Brazil,23238.0,21050,Air transport
7405,7406,50088568.0,50088568.0,2009,Japan,Chile,6591.0,21030,Rail transport
7484,7485,50088649.0,50088649.0,2009,Japan,Colombia,26351.0,21030,Rail transport
7576,7577,50090522.0,50090522.0,2009,Japan,India,1121935.0,21030,Rail transport
7577,7578,50090523.0,50090523.0,2009,Japan,India,66807.0,21030,Rail transport
7623,7624,50090570.0,50090570.0,2009,Japan,India,916044821.0,21030,Rail transport
7624,7625,50090571.0,50090571.0,2009,Japan,India,18313927.0,21030,Rail transport
7630,7631,50090578.0,50090578.0,2009,Japan,India,31316334.0,21030,Rail transport
7646,7647,50090594.0,50090594.0,2009,Japan,India,602281.0,21030,Rail transport
7698,7699,50092413.0,50092413.0,2009,Japan,Thailand,49.0,21050,Air transport
7699,7700,50092414.0,50092414.0,2009,Japan,Thailand,7649.0,21050,Air transport
7760,7761,50092476.0,50092476.0,2009,Japan,Thailand,61444.0,21030,Rail transport
7836,7837,50092554.0,50092554.0,2009,Japan,Thailand,727185458.0,21030,Rail transport
7837,7838,50092555.0,50092555.0,2009,Japan,Thailand,30102616.0,21030,Rail transport
